# Abscissas and weights for Gauss-Legendre integration from x1 = -1.000 to x2 = 1.000
-9.9312859918509488e-01 	 1.7614007139150577e-02
-9.6397192727791381e-01 	 4.0601429767854032e-02
-9.1223442825132595e-01 	 6.2672048333050623e-02
-8.3911697182221889e-01 	 8.3276741576629149e-02
-7.4633190646015080e-01 	 1.0193011981723323e-01
-6.3605368072651502e-01 	 1.1819453196151775e-01
-5.1086700195082713e-01 	 1.3168863844917661e-01
-3.7370608871541955e-01 	 1.4209610931838215e-01
-2.2778585114164507e-01 	 1.4917298647260377e-01
-7.6526521133497338e-02 	 1.5275338712893252e-01
7.6526521133497338e-02 	 1.5275338712893252e-01
2.2778585114164507e-01 	 1.4917298647260377e-01
3.7370608871541955e-01 	 1.4209610931838215e-01
5.1086700195082713e-01 	 1.3168863844917661e-01
6.3605368072651502e-01 	 1.1819453196151775e-01
7.4633190646015080e-01 	 1.0193011981723323e-01
8.3911697182221889e-01 	 8.3276741576629149e-02
9.1223442825132595e-01 	 6.2672048333050623e-02
9.6397192727791381e-01 	 4.0601429767854032e-02
9.9312859918509488e-01 	 1.7614007139150577e-02
