# Abscissas and weights for Gauss-Laguerre integration
3.5700394308887752e-02 	 8.8412106190380105e-02
1.8816228315869929e-01 	 1.7681473909573789e-01
4.6269428131457607e-01 	 2.1136311701596422e-01
8.5977296397293479e-01 	 1.9408119531860138e-01
1.3800108205273371e+00 	 1.4643428242412029e-01
2.0242091359228263e+00 	 9.3326798435770755e-02
2.7933693535068151e+00 	 5.0932204361045494e-02
3.6887026779082706e+00 	 2.3976193015684721e-02
4.7116411465549728e+00 	 9.7746252467144044e-03
5.8638508783437171e+00 	 3.4579399930185105e-03
7.1472479081022895e+00 	 1.0622468938968675e-03
8.5640170175861634e+00 	 2.8327168532432505e-04
1.0116634048451939e+01 	 6.5509405003246610e-05
1.1807892294004585e+01 	 1.3116069073267782e-05
1.3640933712537088e+01 	 2.2684528787793795e-06
1.5619285893339073e+01 	 3.3796264822006817e-07
1.7746905950095663e+01 	 4.3228213222820937e-08
2.0028232834574890e+01 	 4.7284937709907830e-09
2.2468249983498417e+01 	 4.4031741042328567e-10
2.5072560772426204e+01 	 3.4724414848038184e-11
2.7847480009168862e+01 	 2.3053815449168230e-12
3.0800145739445462e+01 	 1.2797725976766364e-13
3.3938657084913721e+01 	 5.8941771723511482e-15
3.7272245880476007e+01 	 2.2322175799045719e-16
4.0811492823886923e+01 	 6.8803364842842840e-18
4.4568603175334459e+01 	 1.7056037368180919e-19
4.8557763533059990e+01 	 3.3537119406661897e-21
5.2795611187216934e+01 	 5.1461995601366716e-23
5.7301863323393626e+01 	 6.0447625115876810e-25
6.2100179072775113e+01 	 5.3105847773213198e-27
6.7219370927127002e+01 	 3.3925280532805021e-29
7.2695158847612461e+01 	 1.5217354931814604e-31
7.8572802911571316e+01 	 4.5852916145026476e-34
8.4911231135704980e+01 	 8.7621586574863060e-37
9.1789874671236376e+01 	 9.8274157251479490e-40
9.9320808717446809e+01 	 5.8011520191697707e-43
1.0767244063938827e+02 	 1.5309086846066935e-46
1.1712230951269069e+02 	 1.3819863056493228e-50
1.2820184198825567e+02 	 2.5666336050123172e-55
1.4228004446916000e+02 	 2.7003609402170110e-61
